,index,second,vehicleCount
15365,15365,1,715
15366,15366,1,719
15367,15367,1,722
15368,15368,1,726
15369,15369,1,729
15370,15370,1,732
15371,15371,1,733
15372,15372,1,734
15373,15373,1,734
15374,15374,1,734
15375,15375,1,735
15376,15376,1,734
15377,15377,1,734
15378,15378,1,735
15379,15379,1,736
15380,15380,1,737
15381,15381,1,740
15382,15382,1,742
15383,15383,1,745
15384,15384,1,749
15385,15385,1,756
15386,15386,1,762
15387,15387,1,768
15388,15388,1,774
15389,15389,1,780
15390,15390,1,787
15391,15391,1,792
15392,15392,1,797
15393,15393,1,802
15394,15394,1,806
15395,15395,1,812
15396,15396,1,815
15397,15397,1,817
15398,15398,1,817
15399,15399,1,818
15400,15400,1,817
15401,15401,1,815
15402,15402,1,812
15403,15403,1,811
15404,15404,1,810
15405,15405,1,810
15406,15406,1,810
15407,15407,1,810
15408,15408,1,810
15409,15409,1,811
15410,15410,1,812
15411,15411,1,812
15412,15412,1,814
15413,15413,1,817
15414,15414,1,819
15415,15415,1,823
15416,15416,1,825
15417,15417,1,828
15418,15418,1,831
15419,15419,1,834
15420,15420,1,839
15421,15421,1,843
15422,15422,1,846
15423,15423,1,848
15424,15424,1,852
15425,15425,1,856
15426,15426,1,859
15427,15427,1,863
15428,15428,1,866
15429,15429,1,869
15430,15430,1,872
15431,15431,1,874
15432,15432,1,875
15433,15433,1,877
15434,15434,1,879
15435,15435,1,882
15436,15436,1,883
15437,15437,1,883
15438,15438,1,883
15439,15439,1,883
15440,15440,1,884
15441,15441,1,884
15442,15442,1,883
15443,15443,1,883
15444,15444,1,883
15445,15445,1,884
15446,15446,1,885
15447,15447,1,885
15448,15448,1,886
15449,15449,1,886
15450,15450,1,888
15451,15451,1,889
15452,15452,1,890
15453,15453,1,892
15454,15454,1,894
15455,15455,1,897
15456,15456,1,899
15457,15457,1,902
15458,15458,1,906
15459,15459,1,909
15460,15460,1,914
15461,15461,1,918
15462,15462,1,920
15463,15463,1,921
15464,15464,1,924
15465,15465,1,928
15466,15466,1,931
15467,15467,1,933
15468,15468,1,935
15469,15469,1,938
15470,15470,1,940
15471,15471,1,942
15472,15472,1,943
15473,15473,1,946
15474,15474,1,949
15475,15475,1,953
15476,15476,1,957
15477,15477,1,961
15478,15478,1,965
15479,15479,1,969
15480,15480,1,975
15481,15481,1,979
15482,15482,1,982
15483,15483,1,985
15484,15484,1,988
15485,15485,1,993
15486,15486,1,996
15487,15487,1,997
15488,15488,1,998
15489,15489,1,998
15490,15490,1,999
15491,15491,1,998
15492,15492,1,996
15493,15493,1,995
15494,15494,1,993
15495,15495,1,993
15496,15496,1,990
15497,15497,1,987
15498,15498,1,986
15499,15499,1,985
15500,15500,1,985
15501,15501,1,984
15502,15502,1,982
15503,15503,1,981
15504,15504,1,981
15505,15505,1,982
15506,15506,1,982
15507,15507,1,981
15508,15508,1,981
15509,15509,1,982
15510,15510,1,983
15511,15511,1,984
15512,15512,1,984
15513,15513,1,984
15514,15514,1,985
15515,15515,1,986
15516,15516,1,986
15517,15517,1,986
15518,15518,1,985
15519,15519,1,985
15520,15520,1,986
15521,15521,1,987
15522,15522,1,986
15523,15523,1,986
15524,15524,1,986
15525,15525,1,987
15526,15526,1,987
15527,15527,1,987
15528,15528,1,986
15529,15529,1,985
15530,15530,1,985
15531,15531,1,986
15532,15532,1,985
15533,15533,1,984
15534,15534,1,983
15535,15535,1,983
15536,15536,1,982
15537,15537,1,981
15538,15538,1,980
15539,15539,1,980
15540,15540,1,980
15541,15541,1,980
15542,15542,1,979
15543,15543,1,979
15544,15544,1,979
15545,15545,1,980
15546,15546,1,980
15547,15547,1,980
15548,15548,1,980
15549,15549,1,980
15550,15550,1,982
15551,15551,1,982
15552,15552,1,982
15553,15553,1,982
15554,15554,1,983
15555,15555,1,984
15556,15556,1,983
15557,15557,1,982
15558,15558,1,980
15559,15559,1,980
15560,15560,1,980
15561,15561,1,979
15562,15562,1,978
15563,15563,1,978
15564,15564,1,980
15565,15565,1,983
15566,15566,1,985
15567,15567,1,986
15568,15568,1,987
15569,15569,1,989
15570,15570,1,991
15571,15571,1,991
15572,15572,1,991
15573,15573,1,992
15574,15574,1,994
15575,15575,1,996
15576,15576,1,996
15577,15577,1,996
15578,15578,1,995
15579,15579,1,995
15580,15580,1,994
15581,15581,1,991
15582,15582,1,988
15583,15583,1,985
15584,15584,1,983
15585,15585,1,982
15586,15586,1,980
15587,15587,1,979
15588,15588,1,979
15589,15589,1,978
15590,15590,1,978
15591,15591,1,977
15592,15592,1,976
15593,15593,1,974
15594,15594,1,974
15595,15595,1,973
15596,15596,1,971
15597,15597,1,969
15598,15598,1,967
15599,15599,1,967
15600,15600,1,966
15601,15601,1,964
15602,15602,1,961
15603,15603,1,959
15604,15604,1,958
15605,15605,1,957
15606,15606,1,954
15607,15607,1,951
15608,15608,1,949
15609,15609,1,947
15610,15610,1,946
15611,15611,1,942
15612,15612,1,938
15613,15613,1,935
15614,15614,1,933
15615,15615,1,932
15616,15616,1,929
15617,15617,1,925
15618,15618,1,922
15619,15619,1,919
15620,15620,1,918
15621,15621,1,914
15622,15622,1,911
15623,15623,1,909
15624,15624,1,907
15625,15625,1,906
15626,15626,1,903
15627,15627,1,901
15628,15628,1,899
15629,15629,1,898
15630,15630,1,897
15631,15631,1,894
15632,15632,1,892
15633,15633,1,890
15634,15634,1,889
15635,15635,1,887
15636,15636,1,884
15637,15637,1,881
15638,15638,1,880
15639,15639,1,878
15640,15640,1,876
15641,15641,1,873
15642,15642,1,871
15643,15643,1,869
15644,15644,1,868
15645,15645,1,866
15646,15646,1,864
15647,15647,1,861
15648,15648,1,858
15649,15649,1,855
15650,15650,1,853
15651,15651,1,848
15652,15652,1,845
15653,15653,1,843
15654,15654,1,842
15655,15655,1,841
15656,15656,1,838
15657,15657,1,835
15658,15658,1,833
15659,15659,1,832
15660,15660,1,831
15661,15661,1,828
15662,15662,1,826
15663,15663,1,824
15664,15664,1,822
15665,15665,1,821
15666,15666,1,817
15667,15667,1,814
15668,15668,1,810
15669,15669,1,807
15670,15670,1,804
15671,15671,1,799
15672,15672,1,794
15673,15673,1,790
15674,15674,1,787
15675,15675,1,783
15676,15676,1,778
15677,15677,1,773
15678,15678,1,769
15679,15679,1,765
15680,15680,1,762
15681,15681,1,757
15682,15682,1,753
15683,15683,1,751
15684,15684,1,748
15685,15685,1,746
15686,15686,1,742
15687,15687,1,737
15688,15688,1,733
15689,15689,1,730
15690,15690,1,726
15691,15691,1,721
15692,15692,1,716
15693,15693,1,713
15694,15694,1,711
15695,15695,1,710
15696,15696,1,706
15697,15697,1,701
15698,15698,1,697
15699,15699,1,694
15700,15700,1,691
15701,15701,1,686
15702,15702,1,681
15703,15703,1,676
15704,15704,1,672
15705,15705,1,667
15706,15706,1,662
15707,15707,1,656
15708,15708,1,653
15709,15709,1,650
15710,15710,1,647
15711,15711,1,642
15712,15712,1,638
15713,15713,1,636
15714,15714,1,633
15715,15715,1,632
15716,15716,1,628
15717,15717,1,625
15718,15718,1,622
15719,15719,1,620
15720,15720,1,618
15721,15721,1,615
15722,15722,1,611
15723,15723,1,608
15724,15724,1,604
15725,15725,1,602
15726,15726,1,598
15727,15727,1,594
15728,15728,1,590
15729,15729,1,585
15730,15730,1,582
15731,15731,1,577
15732,15732,1,572
15733,15733,1,569
15734,15734,1,565
15735,15735,1,561
15736,15736,1,559
15737,15737,1,556
15738,15738,1,554
15739,15739,1,552
15740,15740,1,550
15741,15741,1,548
15742,15742,1,547
15743,15743,1,547
15744,15744,1,546
15745,15745,1,546
15746,15746,1,546
15747,15747,1,545
15748,15748,1,545
15749,15749,1,545
15750,15750,1,545
15751,15751,1,544
15752,15752,1,544
15753,15753,1,544
15754,15754,1,544
15755,15755,1,542
15756,15756,1,542
15757,15757,1,541
15758,15758,1,540
15759,15759,1,538
15760,15760,1,537
15761,15761,1,535
15762,15762,1,533
15763,15763,1,532
15764,15764,1,531
15765,15765,1,531
15766,15766,1,530
15767,15767,1,530
15768,15768,1,529
15769,15769,1,529
15770,15770,1,528
15771,15771,1,528
15772,15772,1,528
15773,15773,1,528
15774,15774,1,528
15775,15775,1,528
15776,15776,1,528
15777,15777,1,529
15778,15778,1,529
15779,15779,1,529
15780,15780,1,529
15781,15781,1,530
15782,15782,1,530
15783,15783,1,530
15784,15784,1,530
15785,15785,1,529
15786,15786,1,529
15787,15787,1,529
15788,15788,1,529
15789,15789,1,528
15790,15790,1,528
15791,15791,1,528
15792,15792,1,527
15793,15793,1,526
15794,15794,1,526
15795,15795,1,525
15796,15796,1,525
15797,15797,1,524
15798,15798,1,524
15799,15799,1,524
15800,15800,1,524
15801,15801,1,524
15802,15802,1,524
15803,15803,1,524
15804,15804,1,524
15805,15805,1,524
15806,15806,1,524
15807,15807,1,524
15808,15808,1,523
15809,15809,1,523
15810,15810,1,523
15811,15811,1,523
15812,15812,1,523
15813,15813,1,523
15814,15814,1,522
15815,15815,1,521
15816,15816,1,521
15817,15817,1,520
15818,15818,1,520
15819,15819,1,520
15820,15820,1,519
15821,15821,1,519
15822,15822,1,519
15823,15823,1,518
15824,15824,1,518
15825,15825,1,517
15826,15826,1,517
15827,15827,1,517
15828,15828,1,517
15829,15829,1,516
15830,15830,1,516
15831,15831,1,515
15832,15832,1,514
15833,15833,1,514
15834,15834,1,513
15835,15835,1,512
15836,15836,1,511
15837,15837,1,510
15838,15838,1,509
15839,15839,1,508
15840,15840,1,500
15841,15841,1,500
15842,15842,1,500
15843,15843,1,500
15844,15844,1,500
15845,15845,1,500
15846,15846,1,500
15847,15847,1,500
15848,15848,1,500
15849,15849,1,500
15850,15850,1,500
15851,15851,1,500
15852,15852,1,500
15853,15853,1,500
15854,15854,1,500
15855,15855,1,500
15856,15856,1,500
15857,15857,1,500
15858,15858,1,500
15859,15859,1,500
15860,15860,1,500
15861,15861,1,500
15862,15862,1,500
15863,15863,1,500
15864,15864,1,500
15865,15865,1,500
15866,15866,1,500
15867,15867,1,500
15868,15868,1,500
15869,15869,1,500
15870,15870,1,500
15871,15871,1,500
15872,15872,1,500
15873,15873,1,500
15874,15874,1,500
15875,15875,1,500
15876,15876,1,500
15877,15877,1,500
15878,15878,1,500
15879,15879,1,500
15880,15880,1,500
15881,15881,1,500
15882,15882,1,500
15883,15883,1,500
15884,15884,1,500
15885,15885,1,500
15886,15886,1,500
15887,15887,1,500
15888,15888,1,500
15889,15889,1,500
15890,15890,1,500
15891,15891,1,500
15892,15892,1,500
15893,15893,1,500
15894,15894,1,500
15895,15895,1,500
15896,15896,1,500
15897,15897,1,500
15898,15898,1,500
15899,15899,1,500
15900,15900,1,500
15901,15901,1,500
15902,15902,1,500
15903,15903,1,500
15904,15904,1,500
15905,15905,1,500
15906,15906,1,500
15907,15907,1,500
15908,15908,1,500
15909,15909,1,500
15910,15910,1,501
15911,15911,1,501
15912,15912,1,501
15913,15913,1,501
15914,15914,1,501
15915,15915,1,501
15916,15916,1,501
15917,15917,1,501
15918,15918,1,501
15919,15919,1,501
15920,15920,1,501
15921,15921,1,501
15922,15922,1,501
15923,15923,1,501
15924,15924,1,501
15925,15925,1,501
15926,15926,1,501
15927,15927,1,501
15928,15928,1,501
15929,15929,1,501
15930,15930,1,501
15931,15931,1,501
15932,15932,1,501
15933,15933,1,501
15934,15934,1,501
15935,15935,1,501
15936,15936,1,501
15937,15937,1,501
15938,15938,1,501
15939,15939,1,501
15940,15940,1,501
15941,15941,1,501
15942,15942,1,501
15943,15943,1,501
15944,15944,1,501
15945,15945,1,501
15946,15946,1,501
15947,15947,1,501
15948,15948,1,501
15949,15949,1,500
15950,15950,1,500
15951,15951,1,500
15952,15952,1,500
15953,15953,1,500
15954,15954,1,500
15955,15955,1,500
15956,15956,1,500
15957,15957,1,500
15958,15958,1,500
15959,15959,1,500
15960,15960,1,500
15961,15961,1,500
15962,15962,1,500
15963,15963,1,500
15964,15964,1,500
15965,15965,1,500
15966,15966,1,500
15967,15967,1,500
15968,15968,1,500
15969,15969,1,500
15970,15970,1,500
15971,15971,1,500
15972,15972,1,500
15973,15973,1,500
15974,15974,1,500
15975,15975,1,500
15976,15976,1,500
15977,15977,1,500
15978,15978,1,500
15979,15979,1,500
15980,15980,1,500
15981,15981,1,500
15982,15982,1,500
15983,15983,1,500
15984,15984,1,500
15985,15985,1,500
15986,15986,1,500
15987,15987,1,501
15988,15988,1,501
15989,15989,1,501
15990,15990,1,501
15991,15991,1,501
15992,15992,1,501
15993,15993,1,501
15994,15994,1,501
15995,15995,1,501
15996,15996,1,501
15997,15997,1,501
15998,15998,1,501
15999,15999,1,501
16000,16000,1,501
16001,16001,1,501
16002,16002,1,501
16003,16003,1,501
16004,16004,1,501
16005,16005,1,501
16006,16006,1,501
16007,16007,1,501
16008,16008,1,501
16009,16009,1,501
16010,16010,1,501
16011,16011,1,501
16012,16012,1,501
16013,16013,1,501
16014,16014,1,501
16015,16015,1,501
16016,16016,1,501
16017,16017,1,501
16018,16018,1,501
16019,16019,1,501
16020,16020,1,501
16021,16021,1,501
16022,16022,1,501
16023,16023,1,501
16024,16024,1,501
16025,16025,1,501
16026,16026,1,501
16027,16027,1,501
16028,16028,1,501
16029,16029,1,501
16030,16030,1,501
16031,16031,1,501
16032,16032,1,501
16033,16033,1,501
16034,16034,1,501
16035,16035,1,501
16036,16036,1,501
16037,16037,1,501
16038,16038,1,501
16039,16039,1,501
16040,16040,1,501
16041,16041,1,501
16042,16042,1,500
16043,16043,1,500
16044,16044,1,500
16045,16045,1,500
16046,16046,1,500
16047,16047,1,500
16048,16048,1,500
16049,16049,1,500
16050,16050,1,500
16051,16051,1,500
16052,16052,1,500
16053,16053,1,500
16054,16054,1,500
16055,16055,1,501
16056,16056,1,501
16057,16057,1,501
16058,16058,1,501
16059,16059,1,501
16060,16060,1,501
16061,16061,1,501
16062,16062,1,501
16063,16063,1,501
16064,16064,1,502
16065,16065,1,502
16066,16066,1,502
16067,16067,1,502
16068,16068,1,502
16069,16069,1,502
16070,16070,1,502
16071,16071,1,502
16072,16072,1,502
16073,16073,1,502
16074,16074,1,502
16075,16075,1,502
16076,16076,1,503
16077,16077,1,503
16078,16078,1,503
16079,16079,1,503
16080,16080,1,503
16081,16081,1,503
16082,16082,1,503
16083,16083,1,503
16084,16084,1,503
16085,16085,1,503
16086,16086,1,503
16087,16087,1,503
16088,16088,1,502
16089,16089,1,502
16090,16090,1,502
16091,16091,1,502
16092,16092,1,502
16093,16093,1,502
16094,16094,1,502
16095,16095,1,503
16096,16096,1,502
16097,16097,1,503
16098,16098,1,503
16099,16099,1,503
16100,16100,1,503
16101,16101,1,503
16102,16102,1,503
16103,16103,1,503
16104,16104,1,503
16105,16105,1,503
16106,16106,1,503
16107,16107,1,503
16108,16108,1,503
16109,16109,1,503
16110,16110,1,503
16111,16111,1,504
16112,16112,1,504
16113,16113,1,504
16114,16114,1,504
16115,16115,1,504
16116,16116,1,504
16117,16117,1,504
16118,16118,1,504
16119,16119,1,504
16120,16120,1,504
16121,16121,1,504
16122,16122,1,505
16123,16123,1,505
16124,16124,1,505
16125,16125,1,505
16126,16126,1,505
16127,16127,1,506
16128,16128,1,506
16129,16129,1,506
16130,16130,1,506
16131,16131,1,506
16132,16132,1,506
16133,16133,1,506
16134,16134,1,507
16135,16135,1,507
16136,16136,1,507
16137,16137,1,507
16138,16138,1,507
16139,16139,1,508
16140,16140,1,508
16141,16141,1,508
16142,16142,1,508
16143,16143,1,508
16144,16144,1,509
16145,16145,1,509
16146,16146,1,509
16147,16147,1,510
16148,16148,1,510
16149,16149,1,511
16150,16150,1,511
16151,16151,1,512
16152,16152,1,512
16153,16153,1,513
16154,16154,1,514
16155,16155,1,515
16156,16156,1,515
16157,16157,1,516
16158,16158,1,517
16159,16159,1,518
16160,16160,1,518
16161,16161,1,519
16162,16162,1,520
16163,16163,1,521
16164,16164,1,522
16165,16165,1,523
16166,16166,1,524
16167,16167,1,524
16168,16168,1,525
16169,16169,1,526
16170,16170,1,526
16171,16171,1,527
16172,16172,1,527
16173,16173,1,528
16174,16174,1,529
16175,16175,1,530
16176,16176,1,531
16177,16177,1,532
16178,16178,1,533
16179,16179,1,534
16180,16180,1,535
16181,16181,1,537
16182,16182,1,538
16183,16183,1,539
16184,16184,1,540
16185,16185,1,541
16186,16186,1,542
16187,16187,1,543
16188,16188,1,544
16189,16189,1,545
16190,16190,1,546
16191,16191,1,547
16192,16192,1,548
16193,16193,1,549
16194,16194,1,550
16195,16195,1,550
16196,16196,1,551
16197,16197,1,552
16198,16198,1,553
16199,16199,1,554
16200,16200,1,555
16201,16201,1,556
16202,16202,1,557
16203,16203,1,558
16204,16204,1,559
16205,16205,1,560
16206,16206,1,562
16207,16207,1,564
16208,16208,1,566
16209,16209,1,568
16210,16210,1,570
16211,16211,1,572
16212,16212,1,574
16213,16213,1,576
16214,16214,1,578
16215,16215,1,579
16216,16216,1,581
16217,16217,1,583
16218,16218,1,586
16219,16219,1,588
16220,16220,1,590
16221,16221,1,593
16222,16222,1,594
16223,16223,1,596
16224,16224,1,598
16225,16225,1,601
16226,16226,1,603
16227,16227,1,605
16228,16228,1,608
16229,16229,1,611
16230,16230,1,614
16231,16231,1,619
16232,16232,1,622
16233,16233,1,625
16234,16234,1,630
16235,16235,1,634
16236,16236,1,639
16237,16237,1,643
16238,16238,1,647
16239,16239,1,652
16240,16240,1,656
16241,16241,1,661
16242,16242,1,665
16243,16243,1,669
16244,16244,1,673
16245,16245,1,676
16246,16246,1,678
16247,16247,1,682
16248,16248,1,684
16249,16249,1,687
16250,16250,1,690
16251,16251,1,692
16252,16252,1,695
16253,16253,1,697
16254,16254,1,699
16255,16255,1,701
16256,16256,1,702
16257,16257,1,704
16258,16258,1,705
16259,16259,1,708
16260,16260,1,709
16261,16261,1,711
16262,16262,1,714
16263,16263,1,715
16264,16264,1,716
16265,16265,1,718
16266,16266,1,720
16267,16267,1,722
16268,16268,1,724
16269,16269,1,726
16270,16270,1,727
16271,16271,1,730
16272,16272,1,732
16273,16273,1,735
16274,16274,1,737
16275,16275,1,740
16276,16276,1,742
16277,16277,1,744
16278,16278,1,746
16279,16279,1,748
16280,16280,1,750
16281,16281,1,751
16282,16282,1,752
16283,16283,1,753
16284,16284,1,753
16285,16285,1,754
16286,16286,1,756
16287,16287,1,756
16288,16288,1,757
16289,16289,1,759
16290,16290,1,761
16291,16291,1,763
16292,16292,1,766
16293,16293,1,768
16294,16294,1,770
16295,16295,1,772
16296,16296,1,775
16297,16297,1,778
16298,16298,1,782
16299,16299,1,785
16300,16300,1,789
16301,16301,1,790
16302,16302,1,792
16303,16303,1,793
16304,16304,1,795
16305,16305,1,797
16306,16306,1,798
16307,16307,1,798
16308,16308,1,798
16309,16309,1,798
16310,16310,1,797
16311,16311,1,794
16312,16312,1,791
16313,16313,1,788
16314,16314,1,786
16315,16315,1,783
16316,16316,1,780
16317,16317,1,777
16318,16318,1,772
16319,16319,1,768
16320,16320,1,765
16321,16321,1,761
16322,16322,1,757
16323,16323,1,753
16324,16324,1,750
16325,16325,1,746
16326,16326,1,743
16327,16327,1,739
16328,16328,1,736
16329,16329,1,732
16330,16330,1,729
16331,16331,1,727
16332,16332,1,723
16333,16333,1,720
16334,16334,1,717
16335,16335,1,714
16336,16336,1,711
16337,16337,1,707
16338,16338,1,704
16339,16339,1,702
16340,16340,1,699
16341,16341,1,696
16342,16342,1,693
16343,16343,1,689
16344,16344,1,687
16345,16345,1,685
16346,16346,1,682
16347,16347,1,679
16348,16348,1,677
16349,16349,1,674
16350,16350,1,672
16351,16351,1,670
16352,16352,1,668
16353,16353,1,665
16354,16354,1,663
16355,16355,1,661
16356,16356,1,659
16357,16357,1,656
16358,16358,1,654
16359,16359,1,652
16360,16360,1,650
16361,16361,1,647
16362,16362,1,644
16363,16363,1,641
16364,16364,1,639
16365,16365,1,638
16366,16366,1,635
16367,16367,1,633
16368,16368,1,631
16369,16369,1,629
16370,16370,1,628
16371,16371,1,625
16372,16372,1,622
16373,16373,1,621
16374,16374,1,619
16375,16375,1,617
16376,16376,1,615
16377,16377,1,613
16378,16378,1,612
16379,16379,1,611
16380,16380,1,610
16381,16381,1,609
16382,16382,1,608
16383,16383,1,607
16384,16384,1,606
16385,16385,1,605
16386,16386,1,605
16387,16387,1,605
16388,16388,1,604
16389,16389,1,603
16390,16390,1,601
16391,16391,1,599
16392,16392,1,597
16393,16393,1,595
16394,16394,1,593
16395,16395,1,590
16396,16396,1,587
16397,16397,1,585
16398,16398,1,582
16399,16399,1,579
16400,16400,1,576
16401,16401,1,574
16402,16402,1,571
16403,16403,1,568
16404,16404,1,566
16405,16405,1,563
16406,16406,1,560
16407,16407,1,558
16408,16408,1,557
16409,16409,1,556
16410,16410,1,555
16411,16411,1,554
16412,16412,1,554
16413,16413,1,553
16414,16414,1,553
16415,16415,1,553
16416,16416,1,554
16417,16417,1,554
16418,16418,1,554
16419,16419,1,555
16420,16420,1,555
16421,16421,1,554
16422,16422,1,555
16423,16423,1,555
16424,16424,1,556
16425,16425,1,556
16426,16426,1,555
16427,16427,1,555
16428,16428,1,555
16429,16429,1,554
16430,16430,1,554
16431,16431,1,554
16432,16432,1,553
16433,16433,1,554
16434,16434,1,554
16435,16435,1,554
16436,16436,1,554
16437,16437,1,554
16438,16438,1,554
16439,16439,1,553
16440,16440,1,553
16441,16441,1,553
16442,16442,1,554
16443,16443,1,554
16444,16444,1,554
16445,16445,1,554
16446,16446,1,554
16447,16447,1,555
16448,16448,1,555
16449,16449,1,556
16450,16450,1,556
16451,16451,1,556
16452,16452,1,556
16453,16453,1,556
16454,16454,1,556
16455,16455,1,556
16456,16456,1,556
16457,16457,1,557
16458,16458,1,557
16459,16459,1,557
16460,16460,1,557
16461,16461,1,558
16462,16462,1,558
16463,16463,1,558
16464,16464,1,559
16465,16465,1,559
16466,16466,1,560
16467,16467,1,560
16468,16468,1,562
16469,16469,1,563
16470,16470,1,564
16471,16471,1,565
16472,16472,1,565
16473,16473,1,566
16474,16474,1,567
16475,16475,1,567
16476,16476,1,568
16477,16477,1,568
16478,16478,1,568
16479,16479,1,568
16480,16480,1,568
16481,16481,1,568
16482,16482,1,566
16483,16483,1,565
16484,16484,1,563
16485,16485,1,562
16486,16486,1,561
16487,16487,1,560
16488,16488,1,558
16489,16489,1,557
16490,16490,1,555
16491,16491,1,554
16492,16492,1,553
16493,16493,1,552
16494,16494,1,552
16495,16495,1,552
16496,16496,1,551
16497,16497,1,551
16498,16498,1,552
16499,16499,1,551
16500,16500,1,552
16501,16501,1,552
16502,16502,1,553
16503,16503,1,554
16504,16504,1,555
16505,16505,1,556
16506,16506,1,557
16507,16507,1,558
16508,16508,1,558
16509,16509,1,559
16510,16510,1,560
16511,16511,1,560
16512,16512,1,560
16513,16513,1,560
16514,16514,1,560
16515,16515,1,561
16516,16516,1,560
16517,16517,1,561
16518,16518,1,561
16519,16519,1,560
16520,16520,1,560
16521,16521,1,560
16522,16522,1,560
16523,16523,1,560
16524,16524,1,560
16525,16525,1,560
16526,16526,1,559
16527,16527,1,560
16528,16528,1,560
16529,16529,1,560
16530,16530,1,560
16531,16531,1,560
16532,16532,1,560
16533,16533,1,560
16534,16534,1,560
16535,16535,1,560
16536,16536,1,560
16537,16537,1,561
16538,16538,1,562
16539,16539,1,562
16540,16540,1,563
16541,16541,1,564
16542,16542,1,565
16543,16543,1,567
16544,16544,1,568
16545,16545,1,569
16546,16546,1,571
16547,16547,1,573
16548,16548,1,574
16549,16549,1,576
16550,16550,1,577
16551,16551,1,578
16552,16552,1,579
16553,16553,1,581
16554,16554,1,582
16555,16555,1,583
16556,16556,1,584
16557,16557,1,585
16558,16558,1,586
16559,16559,1,587
16560,16560,1,588
16561,16561,1,588
16562,16562,1,588
16563,16563,1,590
16564,16564,1,591
16565,16565,1,590
16566,16566,1,591
16567,16567,1,591
16568,16568,1,592
16569,16569,1,592
16570,16570,1,592
16571,16571,1,592
16572,16572,1,591
16573,16573,1,591
16574,16574,1,591
16575,16575,1,590
16576,16576,1,589
16577,16577,1,588
16578,16578,1,587
16579,16579,1,585
16580,16580,1,583
16581,16581,1,582
16582,16582,1,580
16583,16583,1,579
16584,16584,1,578
16585,16585,1,577
16586,16586,1,576
16587,16587,1,576
16588,16588,1,577
16589,16589,1,578
16590,16590,1,578
16591,16591,1,579
16592,16592,1,580
16593,16593,1,581
16594,16594,1,582
16595,16595,1,583
16596,16596,1,583
16597,16597,1,585
16598,16598,1,586
16599,16599,1,586
16600,16600,1,586
16601,16601,1,587
16602,16602,1,588
16603,16603,1,588
16604,16604,1,589
16605,16605,1,589
16606,16606,1,590
16607,16607,1,590
16608,16608,1,590
16609,16609,1,590
16610,16610,1,590
16611,16611,1,590
16612,16612,1,590
16613,16613,1,590
16614,16614,1,590
16615,16615,1,590
16616,16616,1,591
16617,16617,1,590
16618,16618,1,591
16619,16619,1,591
16620,16620,1,592
16621,16621,1,593
16622,16622,1,594
16623,16623,1,594
16624,16624,1,595
16625,16625,1,595
16626,16626,1,596
16627,16627,1,596
16628,16628,1,597
16629,16629,1,598
16630,16630,1,598
16631,16631,1,598
16632,16632,1,599
16633,16633,1,600
16634,16634,1,600
16635,16635,1,601
16636,16636,1,601
16637,16637,1,601
16638,16638,1,601
16639,16639,1,601
16640,16640,1,600
16641,16641,1,599
16642,16642,1,599
16643,16643,1,598
16644,16644,1,597
16645,16645,1,597
16646,16646,1,597
16647,16647,1,596
16648,16648,1,596
16649,16649,1,596
16650,16650,1,596
16651,16651,1,595
16652,16652,1,595
16653,16653,1,595
16654,16654,1,595
16655,16655,1,596
16656,16656,1,596
16657,16657,1,596
16658,16658,1,597
16659,16659,1,597
16660,16660,1,596
16661,16661,1,596
16662,16662,1,594
16663,16663,1,593
16664,16664,1,592
16665,16665,1,591
16666,16666,1,589
16667,16667,1,588
16668,16668,1,586
16669,16669,1,584
16670,16670,1,581
16671,16671,1,579
16672,16672,1,577
16673,16673,1,575
16674,16674,1,573
16675,16675,1,571
16676,16676,1,570
16677,16677,1,569
16678,16678,1,569
16679,16679,1,568
16680,16680,1,568
16681,16681,1,569
16682,16682,1,569
16683,16683,1,571
16684,16684,1,571
16685,16685,1,572
16686,16686,1,573
16687,16687,1,574
16688,16688,1,575
16689,16689,1,576
16690,16690,1,577
16691,16691,1,577
16692,16692,1,578
16693,16693,1,578
16694,16694,1,579
16695,16695,1,578
16696,16696,1,579
16697,16697,1,579
16698,16698,1,579
16699,16699,1,579
16700,16700,1,579
16701,16701,1,579
16702,16702,1,579
16703,16703,1,579
16704,16704,1,579
16705,16705,1,578
16706,16706,1,578
16707,16707,1,578
16708,16708,1,578
16709,16709,1,578
16710,16710,1,578
16711,16711,1,578
16712,16712,1,578
16713,16713,1,578
16714,16714,1,578
16715,16715,1,578
16716,16716,1,578
16717,16717,1,579
16718,16718,1,579
16719,16719,1,580
16720,16720,1,581
16721,16721,1,581
16722,16722,1,582
16723,16723,1,582
16724,16724,1,583
16725,16725,1,584
16726,16726,1,584
16727,16727,1,584
16728,16728,1,585
16729,16729,1,586
16730,16730,1,587
16731,16731,1,587
16732,16732,1,587
16733,16733,1,588
16734,16734,1,588
16735,16735,1,589
16736,16736,1,589
16737,16737,1,589
16738,16738,1,590
16739,16739,1,591
16740,16740,1,593
16741,16741,1,594
16742,16742,1,595
16743,16743,1,596
16744,16744,1,598
16745,16745,1,599
16746,16746,1,601
16747,16747,1,603
16748,16748,1,605
16749,16749,1,608
16750,16750,1,609
16751,16751,1,611
16752,16752,1,613
16753,16753,1,614
16754,16754,1,615
16755,16755,1,616
16756,16756,1,616
16757,16757,1,617
16758,16758,1,617
16759,16759,1,616
16760,16760,1,615
16761,16761,1,613
16762,16762,1,612
